2015-03-19,67
2015-03-20,759
2015-03-21,340
2015-03-22,83
2015-03-23,247
2015-03-24,135
2015-03-25,86
2015-03-26,23612
2015-03-27,15470
2015-03-28,3097
2015-03-29,1329
2015-03-30,931
2015-03-31,363
2015-04-01,227
2015-04-02,177
2015-04-03,99
2015-04-04,67
2015-04-05,57
2015-04-06,87
2015-04-07,88
2015-04-08,61
2015-04-09,55
2015-04-10,55
2015-04-11,32
2015-04-12,49
2015-04-13,77
2015-04-14,56
2015-04-15,46
2015-04-16,71
2015-04-17,34
2015-04-18,17
2015-04-19,40
